('24:00:00', 14.562022972542886)
('22:00:00', 14.562022972542886)
('20:00:00', 14.562022972542886)
('18:00:00', 18.121297683393045)
('16:00:00', 18.121297683393045)
('14:00:00', 18.121297683393045)
('12:00:00', 18.121297683393045)
('10:00:00', 18.121297683393045)
('08:00:00', 18.121297683393045)
('06:00:00', 14.519707549079131)
('04:00:00', 13.191813573112466)
