('24:00:00', 8.416619266017708)
('22:00:00', 8.551832973010557)
('20:00:00', 9.05147305196098)
('18:00:00', 12.32937710349339)
('16:00:00', 13.18657798768874)
('14:00:00', 13.18657798768874)
('12:00:00', 13.18657798768874)
('10:00:00', 13.18657798768874)
('08:00:00', 12.894808284544222)
('06:00:00', 10.62253686267304)
('04:00:00', 7.806613240461869)
